symbol	chr	ucsc_chr	loc_start	fullname	GO
MBLAC1	7	7	99725018	metallo-beta-lactamase domain containing 1	GO:0016787,GO:0046872
MBLAC2	5	5	89756983	metallo-beta-lactamase domain containing 2	GO:0016787,GO:0046872
MBNL1	3	3	152017982	muscleblind-like (Drosophila)	GO:0000381,GO:0001701,GO:0003723,GO:0003723,GO:0003725,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005634,GO:0005634,GO:0005737,GO:0006376,GO:0006397,GO:0007399,GO:0007517,GO:0007519,GO:0008270,GO:0008380,GO:0010494,GO:0030326,GO:0043484,GO:0043484,GO:0045445,GO:0046872
MBNL2	13	13	97928489	muscleblind-like 2 (Drosophila)	GO:0003723,GO:0005634,GO:0005737,GO:0006397,GO:0008270,GO:0043484,GO:0043484,GO:0046872
MBNL3	X	X	131513693	muscleblind-like 3 (Drosophila)	GO:0003676,GO:0005634,GO:0005737,GO:0005794,GO:0006397,GO:0007275,GO:0008270,GO:0043231,GO:0043484,GO:0045662,GO:0046872
MBOAT1	6	6	20102516	membrane bound O-acyltransferase domain containing 1	GO:0008415,GO:0008654,GO:0016020,GO:0016021,GO:0016740
MBOAT2	2	2	8998808	membrane bound O-acyltransferase domain containing 2	GO:0003841,GO:0008415,GO:0008654,GO:0016020,GO:0016021,GO:0016740
MBOAT4	8	8	29989458	membrane bound O-acyltransferase domain containing 4	GO:0005783,GO:0005789,GO:0005789,GO:0008374,GO:0008374,GO:0016020,GO:0016021,GO:0016412,GO:0016740,GO:0018191,GO:0030176
MBOAT7	19	19	54677737	membrane bound O-acyltransferase domain containing 7	GO:0008415,GO:0008654,GO:0016020,GO:0016021,GO:0016740
MBP	18	18	74692382	myelin basic protein	GO:0005886,GO:0006955,GO:0007268,GO:0007417,GO:0008366,GO:0019911,GO:0033269,GO:0042552,GO:0042552,GO:0042995,GO:0043025,GO:0043218,GO:0050771
MBTD1	17	17	49257936	mbt domain containing 1	GO:0005634,GO:0006355,GO:0008270,GO:0016568,GO:0046872
MBTPS1	16	16	84088053	membrane-bound transcription factor peptidase, site 1	GO:0000139,GO:0004252,GO:0004252,GO:0005783,GO:0005788,GO:0005789,GO:0005794,GO:0005795,GO:0006508,GO:0006629,GO:0008202,GO:0008203,GO:0008233,GO:0016020,GO:0016021,GO:0042990
MBTPS2	X	X	21857852	membrane-bound transcription factor peptidase, site 2	GO:0000139,GO:0004222,GO:0005737,GO:0006508,GO:0008202,GO:0008203,GO:0008233,GO:0008237,GO:0016020,GO:0016021,GO:0046872
MC1R	16	16	89985666	melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor)	GO:0004872,GO:0004977,GO:0004980,GO:0005515,GO:0005515,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005887,GO:0007187,GO:0007243,GO:0007275,GO:0008528,GO:0009650,GO:0010739,GO:0030819,GO:0030819,GO:0031625,GO:0032720,GO:0043473,GO:0045944,GO:0051897,GO:0070914,GO:0090037
MC2R	18	18	13884623	melanocortin 2 receptor (adrenocorticotropic hormone)	GO:0004872,GO:0004930,GO:0004977,GO:0004978,GO:0005515,GO:0005515,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005887,GO:0007186,GO:0007187,GO:0030819
MC3R	20	20	54823899	melanocortin 3 receptor	GO:0004872,GO:0004930,GO:0004977,GO:0004980,GO:0005515,GO:0005515,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005887,GO:0007187,GO:0007188,GO:0007200,GO:0017046,GO:0030819,GO:0030819,GO:0042923
MC4R	18	18	58038583	melanocortin 4 receptor	GO:0002024,GO:0004872,GO:0004930,GO:0004977,GO:0004980,GO:0005515,GO:0005515,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0006112,GO:0007188,GO:0007631,GO:0007631,GO:0016021,GO:0017046,GO:0019222,GO:0030073,GO:0030819,GO:0030819,GO:0031625,GO:0032868,GO:0042923,GO:0045780
MC5R	18	18	13825764	melanocortin 5 receptor	GO:0004872,GO:0004930,GO:0004977,GO:0005515,GO:0005515,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005887,GO:0007187,GO:0030819,GO:0042562
MCAM	11	11	119180595	melanoma cell adhesion molecule	GO:0005886,GO:0007155,GO:0009653,GO:0016021
MCART1	9	9	37904350	mitochondrial carrier triple repeat 1	GO:0005739,GO:0005743,GO:0006810,GO:0016020,GO:0016021
MCART2	18	18	29339730	mitochondrial carrier triple repeat 2	GO:0005739,GO:0005743,GO:0006810,GO:0016020,GO:0016021
MCART3P	6	6	66499376	mitochondrial carrier triple repeat 3 pseudogene	NA
MCART6	X	X	103349016	mitochondrial carrier triple repeat 6	GO:0005739,GO:0005743,GO:0006810,GO:0016020,GO:0016021
MCAT	22	22	43529460	malonyl CoA-acyl carrier protein transacylase precursor	GO:0004314,GO:0005488,GO:0005739,GO:0006633,GO:0008152,GO:0016740
MCC	5	5	112362998	mutated in colorectal cancers	GO:0004872,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005737,GO:0005886,GO:0007165,GO:0010633,GO:0016055,GO:0050680,GO:0090090
MCCC1	3	3	182733225	methylcrotonoyl-CoA carboxylase 1 (alpha)	GO:0000166,GO:0004075,GO:0004485,GO:0005524,GO:0005739,GO:0005743,GO:0005743,GO:0005759,GO:0006552,GO:0006768,GO:0009083,GO:0009374,GO:0016874,GO:0034641,GO:0046872
MCCC2	5	5	70883252	methylcrotonoyl-CoA carboxylase 2 (beta)	GO:0000166,GO:0004485,GO:0005524,GO:0005739,GO:0005743,GO:0005743,GO:0005759,GO:0006552,GO:0009083,GO:0015936,GO:0016874,GO:0034641
MCCD1	6	6	31496791	mitochondrial coiled-coil domain 1	GO:0005739
MCEE	2	2	71337099	methylmalonyl-CoA epimerase, mitochondrial-like	GO:0004493,GO:0004493,GO:0005739,GO:0005759,GO:0006635,GO:0016853,GO:0044255,GO:0046491
MCF2	X	X	138664629	MCF.2 cell line derived transforming sequence	GO:0005085,GO:0005089,GO:0005089,GO:0005515,GO:0005622,GO:0005624,GO:0005737,GO:0005829,GO:0005829,GO:0005829,GO:0005856,GO:0006915,GO:0007264,GO:0008624,GO:0016020,GO:0035023,GO:0048011,GO:0048011,GO:0051056
MCF2L	13	13	113622778	MCF.2 cell line derived transforming sequence-like	GO:0005085,GO:0005089,GO:0005089,GO:0005622,GO:0005737,GO:0005829,GO:0005829,GO:0005829,GO:0005886,GO:0006915,GO:0007264,GO:0008624,GO:0035023,GO:0048011,GO:0048011,GO:0051056
MCF2L2	3	3	182897167	MCF.2 cell line derived transforming sequence-like 2	GO:0005085,GO:0005089,GO:0005622,GO:0035023
MCFD2	2	2	47132601	multiple coagulation factor deficiency 2	GO:0005509,GO:0005576,GO:0005783,GO:0005793,GO:0005794,GO:0012507,GO:0015031,GO:0016192,GO:0018279,GO:0019752,GO:0043687,GO:0044267
MCHR1	22	22	41075449	melanin-concentrating hormone receptor 1	GO:0004872,GO:0004930,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005887,GO:0006091,GO:0007186,GO:0007193,GO:0007204,GO:0007218,GO:0007631,GO:0008022,GO:0008188,GO:0030273,GO:0031513,GO:0042562,GO:0051928
MCHR2	6	6	100368815	melanin-concentrating hormone receptor 2	GO:0004872,GO:0004930,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0016021
MCL1	1	1	150549850	myeloid cell leukemia sequence 1 (BCL2-related)	GO:0005515,GO:0001709,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0005739,GO:0005741,GO:0005759,GO:0006915,GO:0006916,GO:0007275,GO:0015266,GO:0016020,GO:0016021,GO:0019725,GO:0030154,GO:0034097,GO:0046982,GO:0046982,GO:0051434,GO:0051434
MCM10	10	10	13206202	Essential chromatin-associated protein involved in the initiation of DNA replication required for the association of the MCM2-7 complex with replication origins	GO:0000075,GO:0000082,GO:0000216,GO:0000278,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0006260,GO:0046872
MCM2	3	3	127317309	Mcm2p	GO:0000075,GO:0000082,GO:0000084,GO:0000166,GO:0000216,GO:0000278,GO:0000785,GO:0003677,GO:0003688,GO:0004386,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005664,GO:0006260,GO:0006268,GO:0006270,GO:0006271,GO:0006334,GO:0007049,GO:0016787,GO:0042393,GO:0042555,GO:0046872
MCM3	6	6	52129385	Mcm3p	GO:0000075,GO:0000082,GO:0000084,GO:0000166,GO:0000216,GO:0000278,GO:0003677,GO:0004386,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005634,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005658,GO:0005730,GO:0005737,GO:0005813,GO:0006260,GO:0006270,GO:0006271,GO:0016787,GO:0042555,GO:0043231,GO:0048471
MCM3AP	21	21	47655181	minichromosome maintenance complex component 3 associated protein	GO:0000166,GO:0003677,GO:0005634,GO:0005737,GO:0005829,GO:0006260,GO:0006606
MCM3AP-AS1	21	21	47649158	MCM3AP antisense RNA 1 (non-protein coding)	NA
MCM3APAS	21	21	47671604	NA	NA
MCM4	8	8	48873704	Essential helicase component of heterohexameric MCM2-7 complexes which bind pre-replication complexes on DNA and melt the DNA prior to replication accumulates in the nucleus in G1 homolog of S. pombe Cdc21p	GO:0000075,GO:0000082,GO:0000084,GO:0000166,GO:0000216,GO:0000278,GO:0003677,GO:0004003,GO:0004386,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005634,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005730,GO:0006260,GO:0006260,GO:0006271,GO:0016787,GO:0042555,GO:0006270
MCM5	22	22	35796431	Component of the hexameric MCM complex, which is important for priming origins of DNA replication in G1 and becomes an active ATP-dependent helicase that promotes DNA melting and elongation when activated by Cdc7p-Dbf4p in S-phase	GO:0000075,GO:0000082,GO:0000084,GO:0000166,GO:0000216,GO:0000278,GO:0003677,GO:0004386,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0006260,GO:0006270,GO:0006271,GO:0016787,GO:0042555
MCM6	2	2	136598404	Mcm6p	GO:0000075,GO:0000082,GO:0000084,GO:0000166,GO:0000216,GO:0000278,GO:0003677,GO:0003697,GO:0004003,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005634,GO:0005634,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005730,GO:0006260,GO:0006260,GO:0006268,GO:0006270,GO:0006271,GO:0016787,GO:0042555,GO:0042802
MCM7	7	7	99690554	minichromosome maintenance Mcm7 like-protein	GO:0000075,GO:0000082,GO:0000084,GO:0000166,GO:0000216,GO:0000278,GO:0000785,GO:0003677,GO:0003697,GO:0004003,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0006260,GO:0006268,GO:0006270,GO:0006271,GO:0006974,GO:0008283,GO:0016787,GO:0042325,GO:0042555,GO:0042555
MCM8	20	20	5932661	minichromosome maintenance complex component 8	GO:0000075,GO:0000082,GO:0000084,GO:0000166,GO:0000216,GO:0000278,GO:0003677,GO:0005524,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0006260,GO:0006271,GO:0006355,GO:0017111
MCM9	6	6	119232788	minichromosome maintenance protein	GO:0000166,GO:0003677,GO:0005524,GO:0006260,GO:0017111
MCMBP	10	10	121588972	minichromosome maintenance complex binding protein	GO:0000084,GO:0000084,GO:0003682,GO:0005634,GO:0006261,GO:0007049,GO:0007062,GO:0007067,GO:0042555,GO:0051301
MCOLN1	19	19	7587636	mucolipin 1	GO:0005261,GO:0005381,GO:0005737,GO:0005765,GO:0005768,GO:0005886,GO:0005887,GO:0006812,GO:0006816,GO:0006879,GO:0010008,GO:0016021,GO:0031902,GO:0033572,GO:0034755,GO:0055085
MCOLN2	1	1	85392367	mucolipin 2	GO:0005216,GO:0006811,GO:0016020,GO:0016021
MCOLN3	1	1	85484805	mucolipin 3	GO:0005216,GO:0005737,GO:0005886,GO:0006811,GO:0007626,GO:0016021,GO:0042491
MCPH1	8	8	6264188	microcephalin 1	GO:0005737,GO:0005815,GO:0005856,GO:0005622
MCRS1	12	12	49952425	microspherule protein 1	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0006464,GO:0031011,GO:0071339
MCTP1	5	5	94043200	multiple C2 domains, transmembrane 1	GO:0005509,GO:0005544,GO:0005624,GO:0016020,GO:0016021,GO:0019722
MCTP2	15	15	94841494	multiple C2 domains, transmembrane 2	GO:0005509,GO:0005544,GO:0005624,GO:0016020,GO:0016021,GO:0019722
MCTS1	X	X	119738091	malignant T cell amplified sequence 1	GO:0003723,GO:0005737,GO:0006355,GO:0006974,GO:0007049,GO:0008284,GO:0040008
MDC1	6	6	30668241	mediator of DNA-damage checkpoint 1	GO:0000724,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005622,GO:0005634,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005730,GO:0005925,GO:0006281,GO:0006302,GO:0007049,GO:0008022,GO:0031573,GO:0070975
MDFI	6	6	41606487	MyoD family inhibitor	GO:0000122,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005737,GO:0007257,GO:0008134,GO:0009790,GO:0009950,GO:0030111,GO:0030154,GO:0030178,GO:0042994,GO:0043392,GO:0048704,GO:0060707
MDFIC	7	7	114562471	MyoD family inhibitor domain containing	GO:0005737,GO:0005737,GO:0005737,GO:0005730,GO:0005730,GO:0005634,GO:0005634,GO:0005515,GO:0005634,GO:0005730,GO:0005737,GO:0007257,GO:0008134,GO:0030111,GO:0030332,GO:0030957,GO:0030957,GO:0042308,GO:0044419,GO:0045893,GO:0050434
MDGA1	6	6	37605143	MAM domain containing glycosylphosphatidylinositol anchor 1	GO:0001764,GO:0003674,GO:0005886,GO:0007275,GO:0007399,GO:0007420,GO:0021527,GO:0030154,GO:0046658,GO:0046658
MDGA2	14	14	47311133	MAM domain containing glycosylphosphatidylinositol anchor 2	GO:0005886,GO:0021522,GO:0031225
MDH1	2	2	63816177	Mdh1p	GO:0004470,GO:0005488,GO:0005625,GO:0005737,GO:0005739,GO:0005813,GO:0005829,GO:0005975,GO:0006006,GO:0006094,GO:0006099,GO:0006107,GO:0006108,GO:0006734,GO:0016491,GO:0030060,GO:0044262,GO:0051287
MDH1B	2	2	207603206	malate dehydrogenase 1B, NAD (soluble)	GO:0005488,GO:0005975,GO:0006099,GO:0006108,GO:0016491,GO:0016615
MDH2	7	7	75677478	Cytoplasmic malate dehydrogenase, one of three isozymes that catalyze interconversion of malate and oxaloacetate involved in the glyoxylate cycle and gluconeogenesis during growth on two-carbon compounds interacts with Pck1p and Fbp1	GO:0005488,GO:0005634,GO:0005730,GO:0005739,GO:0005739,GO:0005743,GO:0005759,GO:0005886,GO:0005975,GO:0006006,GO:0006094,GO:0006099,GO:0006108,GO:0006108,GO:0016491,GO:0030060,GO:0030060,GO:0030060,GO:0044262
MDK	11	11	46403607	midkine (neurite growth-promoting factor 2)	GO:0005576,GO:0007165,GO:0007275,GO:0007399,GO:0008083,GO:0008201,GO:0009611,GO:0030154,GO:0030325,GO:0051781
MDM1	12	12	68689033	Intermediate filament protein, required for nuclear and mitochondrial transmission to daughter buds contains a Phox homology (PX) domain and specifically binds phosphatidylinositol 3-phosphate (PtdIns-3-P)	GO:0005634
MDM2	12	12	69202257	Mdm2 p53 binding protein homolog (mouse)	GO:0000075,GO:0000122,GO:0002039,GO:0002039,GO:0002039,GO:0004842,GO:0004842,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005622,GO:0005626,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005730,GO:0005737,GO:0005829,GO:0005886,GO:0006461,GO:0006461,GO:0006977,GO:0007089,GO:0007268,GO:0007268,GO:0008270,GO:0008284,GO:0016567,GO:0016567,GO:0016567,GO:0016567,GO:0016604,GO:0016874,GO:0019899,GO:0019899,GO:0019899,GO:0019899,GO:0030666,GO:0031648,GO:0031648,GO:0032436,GO:0034504,GO:0042176,GO:0042787,GO:0042802,GO:0043066,GO:0043234,GO:0043518,GO:0043518,GO:0044419,GO:0045184,GO:0045931,GO:0046677,GO:0046872,GO:0048011,GO:0048015,GO:0071157,GO:0071456
MDM4	1	1	204494646	Mdm4 p53 binding protein homolog (mouse)	GO:0000122,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005622,GO:0005634,GO:0006461,GO:0006915,GO:0008270,GO:0008283,GO:0008284,GO:0008285,GO:0019899,GO:0042177,GO:0043066,GO:0045023,GO:0046872,GO:0050821,GO:0071157,GO:0071456
MDN1	6	6	90353723	Huge dynein-related AAA-type ATPase (midasin), forms extended pre-60S particle with the Rix1 complex (Rix1p-Ipi1p-Ipi3p), may mediate ATP-dependent remodeling of 60S subunits and subsequent export from nucleoplasm to cytoplasm	GO:0000166,GO:0005524,GO:0005634,GO:0006200,GO:0006461,GO:0016887,GO:0043254,GO:0051082
MDP1	14	14	24683229	magnesium-dependent phosphatase 1	GO:0004725,GO:0016787,GO:0046872
MDS2	1	1	23967056	myelodysplastic syndrome 2 translocation associated	NA
MDSRP	3	3	119213554	NA	NA
ME1	6	6	83921642	hypothetical protein	GO:0004470,GO:0004470,GO:0004473,GO:0004473,GO:0005488,GO:0005625,GO:0005625,GO:0005737,GO:0005739,GO:0005829,GO:0005975,GO:0006108,GO:0006108,GO:0006741,GO:0009055,GO:0009725,GO:0009743,GO:0016491,GO:0030145,GO:0043531,GO:0044255,GO:0046872,GO:0050661,GO:0051262,GO:0051287
ME2	18	18	48422190	malic enzyme 2, NAD(+)-dependent, mitochondrial	GO:0004471,GO:0005739,GO:0005759,GO:0006108,GO:0009055,GO:0016491,GO:0016619,GO:0043231,GO:0046872,GO:0051287,GO:0005488
ME3	11	11	86152320	malate dehydrogenase	GO:0004470,GO:0004473,GO:0005739,GO:0005759,GO:0006090,GO:0006108,GO:0009060,GO:0016491,GO:0046872,GO:0048037,GO:0055114,GO:0072592,GO:0051287
MEA1	6	6	42980207	male-enhanced antigen 1	GO:0005515,GO:0005737,GO:0007275,GO:0007283,GO:0008584,GO:0030154
MEAF6	1	1	37959699	MYST/Esa1-associated factor 6	GO:0005515,GO:0005634,GO:0005730,GO:0006355,GO:0016568,GO:0035267,GO:0035267,GO:0043968,GO:0043981,GO:0043982,GO:0043983,GO:0043984,GO:0044154,GO:0070776,GO:0070776
MECOM	3	3	168802696	MDS1 and EVI1 complex locus	GO:0042803,GO:0042803,GO:0030512,GO:0005515,GO:0005515,GO:0000118,GO:0001701,GO:0001780,GO:0003677,GO:0003700,GO:0003700,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005622,GO:0005634,GO:0006351,GO:0006351,GO:0006915,GO:0006954,GO:0008270,GO:0009605,GO:0009617,GO:0009791,GO:0016607,GO:0030154,GO:0030900,GO:0035115,GO:0035116,GO:0042127,GO:0043069,GO:0045892,GO:0045892,GO:0045893,GO:0045893,GO:0045944,GO:0046329,GO:0046872,GO:0051726,GO:0060039,GO:0071425
MECP2	X	X	153295817	methyl CpG binding protein 2 (Rett syndrome)	GO:0000122,GO:0000792,GO:0003677,GO:0003714,GO:0005515,GO:0005634,GO:0005634,GO:0005634,GO:0010385,GO:0019904,GO:0045892,GO:0047485
MECR	1	1	29520533	mitochondrial trans-2-enoyl-CoA reductase	GO:0005102,GO:0005739,GO:0006631,GO:0006633,GO:0008270,GO:0016491,GO:0019166,GO:0005488
MED1	17	17	37563727	Med1p	GO:0001104,GO:0001889,GO:0001892,GO:0003677,GO:0003682,GO:0003712,GO:0003713,GO:0003713,GO:0003713,GO:0004872,GO:0005515,GO:0005515,GO:0005634,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0006260,GO:0006367,GO:0006590,GO:0006702,GO:0007275,GO:0007420,GO:0007595,GO:0008134,GO:0008134,GO:0009887,GO:0010467,GO:0016592,GO:0016592,GO:0016592,GO:0016922,GO:0030331,GO:0030374,GO:0030518,GO:0030521,GO:0033601,GO:0034339,GO:0035050,GO:0035116,GO:0035162,GO:0042809,GO:0042809,GO:0042974,GO:0042974,GO:0042975,GO:0043010,GO:0044255,GO:0045444,GO:0045944,GO:0045944,GO:0045944,GO:0046966,GO:0046966,GO:0060744,GO:0060745,GO:0060750
MED10	5	5	6372615	mediator complex subunit 10	GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0006357,GO:0010467,GO:0016592
MED11	17	17	4634784	Med11p	GO:0005515,GO:0005634,GO:0006357,GO:0016592
MED12	X	X	70338604	mediator complex subunit 12	GO:0001104,GO:0003712,GO:0003713,GO:0004872,GO:0005634,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0006367,GO:0008022,GO:0010467,GO:0016592,GO:0016592,GO:0019904,GO:0030178,GO:0030374,GO:0030518,GO:0030521,GO:0042809,GO:0045944,GO:0046966
MED12L	3	3	150804713	mediator complex subunit 12-like	GO:0005634,GO:0006357,GO:0016592
MED13	17	17	60023828	mediator complex subunit 13	GO:0001104,GO:0003712,GO:0003713,GO:0004872,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0006367,GO:0010467,GO:0016592,GO:0016592,GO:0030374,GO:0030518,GO:0030521,GO:0042809,GO:0045944,GO:0046966
MED13L	12	12	116399070	mediator complex subunit 13-like	GO:0005634,GO:0006357,GO:0016592
MED14	X	X	40511057	mediator complex subunit 14	GO:0001104,GO:0003712,GO:0003713,GO:0004872,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0006357,GO:0006367,GO:0010467,GO:0016592,GO:0016592,GO:0030374,GO:0030518,GO:0030521,GO:0042809,GO:0045944,GO:0046966
MED15	22	22	20861965	mediator complex subunit 15	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005654,GO:0005737,GO:0005794,GO:0006357,GO:0010467,GO:0016592
MED16	19	19	868100	mediator complex subunit 16	GO:0003712,GO:0003713,GO:0004872,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0006357,GO:0006366,GO:0006367,GO:0010467,GO:0016592,GO:0030375,GO:0030518,GO:0030521,GO:0042809,GO:0046966
